timestamp,BTCUSDT,ETHUSDT
2022-12-30,16607.48000000,1199.99000000
2022-12-31,16542.40000000,1196.13000000
2023-01-01,16616.75000000,1200.34000000
2023-01-02,16672.87000000,1214.00000000
2023-01-03,16675.18000000,1214.55000000
2023-01-04,16850.36000000,1256.90000000
2023-01-05,16831.85000000,1251.24000000
2023-01-06,16950.65000000,1269.14000000
2023-01-07,16943.57000000,1264.07000000
2023-01-08,17127.83000000,1290.16000000
2023-01-09,17178.26000000,1320.39000000
2023-01-10,17440.66000000,1335.62000000
2023-01-11,17943.26000000,1389.39000000
2023-01-12,18846.62000000,1415.92000000
2023-01-13,19930.01000000,1451.20000000
2023-01-14,20954.92000000,1549.90000000
2023-01-15,20871.50000000,1552.52000000
2023-01-16,21185.65000000,1576.94000000
2023-01-17,21134.81000000,1565.57000000
2023-01-18,20677.47000000,1511.43000000
2023-01-19,21071.59000000,1551.09000000
2023-01-20,22667.21000000,1658.52000000
2023-01-21,22783.55000000,1626.66000000
2023-01-22,22707.88000000,1627.44000000
2023-01-23,22916.45000000,1626.29000000
2023-01-24,22632.89000000,1555.97000000
2023-01-25,23060.94000000,1611.94000000
2023-01-26,23009.65000000,1601.09000000
2023-01-27,23074.16000000,1597.62000000
2023-01-28,23022.60000000,1572.10000000
2023-01-29,23742.30000000,1644.72000000
2023-01-30,22826.15000000,1566.20000000
2023-01-31,23125.13000000,1585.33000000
2023-02-01,23732.66000000,1641.68000000
2023-02-02,23488.94000000,1643.12000000
2023-02-03,23431.90000000,1663.52000000
2023-02-04,23326.84000000,1666.38000000
2023-02-05,22932.91000000,1629.02000000
2023-02-06,22762.52000000,1614.29000000
2023-02-07,23240.46000000,1671.03000000
2023-02-08,22963.00000000,1650.43000000
2023-02-09,21796.35000000,1545.35000000
2023-02-10,21625.19000000,1513.06000000
2023-02-11,21862.55000000,1538.51000000
2023-02-12,21783.54000000,1514.83000000
2023-02-13,21773.97000000,1505.24000000
2023-02-14,22199.84000000,1555.71000000
2023-02-15,24324.05000000,1674.92000000
2023-02-16,23517.72000000,1637.84000000
2023-02-17,24569.97000000,1693.87000000
2023-02-18,24631.95000000,1691.62000000
2023-02-19,24271.76000000,1679.75000000
2023-02-20,24842.20000000,1703.27000000
2023-02-21,24452.16000000,1659.76000000
2023-02-22,24182.21000000,1643.14000000
2023-02-23,23940.20000000,1650.53000000
2023-02-24,23185.29000000,1607.80000000
2023-02-25,23157.07000000,1594.58000000
2023-02-26,23554.85000000,1641.36000000
2023-02-27,23492.09000000,1633.45000000
2023-02-28,23141.57000000,1605.23000000
2023-03-01,23628.97000000,1665.22000000
2023-03-02,23465.32000000,1647.86000000
2023-03-03,22354.34000000,1569.45000000
2023-03-04,22346.57000000,1566.73000000
2023-03-05,22430.24000000,1564.58000000
2023-03-06,22410.00000000,1565.84000000
2023-03-07,22197.96000000,1561.96000000
2023-03-08,21705.44000000,1532.38000000
2023-03-09,20362.22000000,1437.32000000
2023-03-10,20150.69000000,1426.44000000
2023-03-11,20455.73000000,1471.97000000
2023-03-12,21997.11000000,1580.33000000
2023-03-13,24113.48000000,1673.45000000
2023-03-14,24670.41000000,1699.40000000
2023-03-15,24285.66000000,1649.96000000
2023-03-16,24998.78000000,1673.73000000
2023-03-17,27395.13000000,1789.27000000
2023-03-18,27360.85000000,1811.27000000
